code	name	length
29901	"Arthroscopy, metacarpophalangeal joint, surgical; with debridement"	66
29902	"Arthroscopy, metacarpophalangeal joint, surgical; with reduction of displaced ulnar collateral ligament (eg, Stenar lesion)"	123
29805	"Arthroscopy, shoulder, diagnostic, with or without synovial biopsy (separate procedure)"	87
29815	"Arthroscopy, shoulder, diagnostic, with or without synovial biopsy (separate procedure)"	87
29828	"Arthroscopy, shoulder, surgical; biceps tenodesis"	49
29806	"Arthroscopy, shoulder, surgical; capsulorrhaphy"	47
29823	"Arthroscopy, shoulder, surgical; debridement, extensive"	55
29822	"Arthroscopy, shoulder, surgical; debridement, limited"	53
29826	"Arthroscopy, shoulder, surgical; decompression of subacromial space with partial acromioplasty, with or without coracoacromial release"	134
29824	"Arthroscopy, shoulder, surgical; distal claviculectomy including distal articular surface (Mumford procedure)"	109
29807	"Arthroscopy, shoulder, surgical; repair of slap lesion"	54
29821	"Arthroscopy, shoulder, surgical; synovectomy, complete"	54
29820	"Arthroscopy, shoulder, surgical; synovectomy, partial"	53
29825	"Arthroscopy, shoulder, surgical; with lysis and resection of adhesions, with or without manipulation"	100
29819	"Arthroscopy, shoulder, surgical; with removal of loose body or foreign body"	75
29827	"Arthroscopy, shoulder, surgical; with rotator cuff repair"	57
29915	"Arthroscopy, subtalar joint, surgical; with acetabuloplasty (ie, treatment of pincer lesion)"	92
29906	"Arthroscopy, subtalar joint, surgical; with debridement"	55
29916	"Arthroscopy, subtalar joint, surgical; with labral repair"	57
29904	"Arthroscopy, subtalar joint, surgical; with removal of loose body or foreign body"	81
29907	"Arthroscopy, subtalar joint, surgical; with subtalar arthrodesis"	64
29905	"Arthroscopy, subtalar joint, surgical; with synovectomy"	55
29800	"Arthroscopy, temporomandibular joint, diagnostic, with or without synovial biopsy (separate procedure)"	102
29804	"Arthroscopy, temporomandibular joint, surgical"	46
29840	"Arthroscopy, wrist, diagnostic, with or without synovial biopsy (separate procedure)"	84
29846	"Arthroscopy, wrist, surgical; excision and/or repair of triangular fibrocartilage and/or joint debridement"	106
29843	"Arthroscopy, wrist, surgical; for infection, lavage and drainage"	64
29847	"Arthroscopy, wrist, surgical; internal fixation for fracture or instability"	75
29845	"Arthroscopy, wrist, surgical; synovectomy, complete"	51
29844	"Arthroscopy, wrist, surgical; synovectomy, partial"	50
24006	"Arthrotomy of the elbow, with capsular excision for capsular release (separate procedure)"	89
26100	"Arthrotomy with biopsy; carpometacarpal joint, each"	51
28054	Arthrotomy with biopsy; interphalangeal joint	45
26110	"Arthrotomy with biopsy; interphalangeal joint, each"	51
28050	Arthrotomy with biopsy; intertarsal or tarsometatarsal joint	60
26105	"Arthrotomy with biopsy; metacarpophalangeal joint, each"	55
28052	Arthrotomy with biopsy; metatarsophalangeal joint	49
27403	"Arthrotomy with meniscus repair, knee"	37
27054	"Arthrotomy with synovectomy, hip joint"	38
23101	"Arthrotomy, acromioclavicular joint or sternoclavicular joint, including biopsy and/or excision of torn cartilage"	113
23044	"Arthrotomy, acromioclavicular, sternoclavicular joint, including exploration, drainage, or removal of foreign body"	114
27610	"Arthrotomy, ankle, including exploration, drainage, or removal of foreign body"	78
27620	"Arthrotomy, ankle, with joint exploration, with or without biopsy, with or without removal of loose or foreign body"	115
25107	"Arthrotomy, distal radioulnar joint including repair of triangular cartilage, complex"	85
24000	"Arthrotomy, elbow, including exploration, drainage, or removal of foreign body"	78
24101	"Arthrotomy, elbow; with joint exploration, with or without biopsy, with or without removal of loose or foreign body"	115
24102	"Arthrotomy, elbow; with synovectomy"	35
24100	"Arthrotomy, elbow; with synovial biopsy only"	44
23100	"Arthrotomy, glenohumeral joint, including biopsy"	48
23040	"Arthrotomy, glenohumeral joint, including exploration, drainage, or removal of foreign body"	91
23107	"Arthrotomy, glenohumeral joint, with joint exploration, with or without removal of loose or foreign body"	104
27033	"Arthrotomy, hip, including exploration or removal of loose or foreign body"	74
27030	"Arthrotomy, hip, with drainage (eg, infection)"	46
28024	"Arthrotomy, including exploration, drainage, or removal of loose or foreign body; interphalangeal joint"	103
28020	"Arthrotomy, including exploration, drainage, or removal of loose or foreign body; intertarsal or tarsometatarsal joint"	118
28022	"Arthrotomy, including exploration, drainage, or removal of loose or foreign body; metatarsophalangeal joint"	107
27310	"Arthrotomy, knee, with exploration, drainage, or removal of foreign body (eg, infection)"	88
27331	"Arthrotomy, knee; including joint exploration, biopsy, or removal of loose or foreign bodies"	92
27330	"Arthrotomy, knee; with synovial biopsy only"	43
27612	"Arthrotomy, posterior capsular release, ankle, with or without Achilles tendon lengthening"	90
25040	"Arthrotomy, radiocarpal or midcarpal joint, with exploration, drainage, or removal of foreign body"	98
21010	"Arthrotomy, temporomandibular joint"	35
27052	"Arthrotomy, with biopsy; hip joint"	34
27050	"Arthrotomy, with biopsy; sacroiliac joint"	41
27333	"Arthrotomy, with excision of semilunar cartilage (meniscectomy) knee; medial AND lateral"	88
27332	"Arthrotomy, with excision of semilunar cartilage (meniscectomy) knee; medial OR lateral"	87
26070	"Arthrotomy, with exploration, drainage, or removal of loose or foreign body; carpometacarpal joint"	98
26080	"Arthrotomy, with exploration, drainage, or removal of loose or foreign body; interphalangeal joint, each"	104
26075	"Arthrotomy, with exploration, drainage, or removal of loose or foreign body; metacarpophalangeal joint, each"	108
27625	"Arthrotomy, with synovectomy, ankle"	35
27626	"Arthrotomy, with synovectomy, ankle; including tenosynovectomy"	62
27335	"Arthrotomy, with synovectomy, knee; anterior AND posterior including popliteal area"	83
27334	"Arthrotomy, with synovectomy, knee; anterior OR posterior"	57
25100	"Arthrotomy, wrist joint; with biopsy"	36
25101	"Arthrotomy, wrist joint; with joint exploration, with or without biopsy, with or without removal of loose or foreign body"	121
25105	"Arthrotomy, wrist joint; with synovectomy"	41
23105	"Arthrotomy; glenohumeral joint, with synovectomy, with or without biopsy"	72
23106	"Arthrotomy; sternoclavicular joint, with synovectomy, with or without biopsy"	76
58321	Artificial insemination; intra-cervical	39
58322	Artificial insemination; intra-uterine	38
31400	"Arytenoidectomy or arytenoidopexy, external approach"	52
33864	"Ascending aorta graft, with cardiopulmonary bypass with valve suspension, with coronary reconstruction and valve-sparing aortic annulus remodeling (eg, David Procedure, Yacoub Procedure)"	186
33860	"Ascending aorta graft, with cardiopulmonary bypass, with or without valve suspension"	84
33863	"Ascending aorta graft, with cardiopulmonary bypass, with or without valve suspension; with aortic root replacement using composite prosthesis and coronary reconstruction"	169
33861	"Ascending aorta graft, with cardiopulmonary bypass, with or without valve suspension; with coronary reconstruction"	114
82180	"Ascorbic acid (Vitamin C), blood"	32
81200	"ASPA (aspartoacylase) (eg, Canavan disease) gene analysis, common variants (eg, E285A, Y231X)"	93
5A	"ASPA, commonly called Aspartoacylase A (Canavan disease)"	56
20615	Aspiration and injection for treatment of bone cyst	51
20612	Aspiration and/or injection of ganglion cyst(s) any location	60
50390	"Aspiration and/or injection of renal cyst or pelvis by needle, percutaneous"	75
60001	"Aspiration and/or injection, thyroid cyst"	41
60300	"Aspiration and/or injection, thyroid cyst"	41
51000	Aspiration of bladder by needle	31
51100	Aspiration of bladder; by needle	32
51005	Aspiration of bladder; by trocar or intracatheter	49
51101	Aspiration of bladder; by trocar or intracatheter	49
51010	Aspiration of bladder; with insertion of suprapubic catheter	60
51102	Aspiration of bladder; with insertion of suprapubic catheter	60
62287	"Aspiration or decompression procedure, percutaneous, of nucleus pulposus of intervertebral disk, any method, single or multiple levels, lumbar (eg, manual or automated percutaneous diskectomy, percutaneous laser diskectomy)"	223
67015	"Aspiration or release of vitreous, subretinal or choroidal fluid, pars plana approach (posterior sclerotomy)"	108
4086F	Aspirin or clopidogrel prescribed or currently being taken (CAD)	64
4084F	Aspirin received within 24 hours before emergency department arrival or during emergency department stay (EM)	109
99192	Assembly and operation of pump with oxygenator or heat exchanger (with or without ECG and/or pressure monitoring); 1/2 hour	123
99191	Assembly and operation of pump with oxygenator or heat exchanger (with or without ECG and/or pressure monitoring); 3/4 hour	123
99190	Assembly and operation of pump with oxygenator or heat exchanger (with or without ECG and/or pressure monitoring); each hour	124
96105	###############################################################################################################################################################################################################################################################	256
92625	"Assessment of tinnitus (includes pitch, loudness matching, and masking)"	71
80	Assistant Surgeon	17
82	Assistant Surgeon (when qualified resident surgeon not available)	65
89253	"Assisted embryo hatching, microtechniques (any method)"	54
89252	"Assisted oocyte fertilization, microtechnique (any method)"	58
89281	"Assisted oocyte fertilization, microtechnique; greater than 10 oocytes"	70
89280	"Assisted oocyte fertilization, microtechnique; less than or equal to 10 oocytes"	79
97755	"Assistive technology assessment (eg, to restore, augment or compensate for existing function, optimize functional tasks and/or maximize environmental accessibility), direct one-on-one contact by provider, with written report, each 15 minutes"	241
5250F	Asthma discharge plan provided to patient (Asthma)	50
2015F	Asthma impairment assessed (Asthma)	35
2016F	Asthma risk assessed (Asthma)	29
1005F	Asthma symptoms evaluated (includes physician documentation of numeric frequency of symptoms or patient completion of an asthma assessment tool/survey/questionnaire)	165
97005	Athletic training evaluation	28
97006	Athletic training re-evaluation	31
82190	"Atomic absorption spectroscopy, each analyte"	44
92993	Atrial septectomy or septostomy; blade method (Park septostomy) (includes cardiac catheterization)	98
33735	Atrial septectomy or septostomy; closed heart (Blalock-Hanlon type operation)	77
33736	Atrial septectomy or septostomy; open heart with cardiopulmonary bypass	71
33737	"Atrial septectomy or septostomy; open heart, with inflow occlusion"	66
92992	"Atrial septectomy or septostomy; transvenous method, balloon (eg, Rashkind type) (includes cardiac catheterization)"	115
99436	Attendance at delivery (when requested by delivering physician) and initial stabilization of newborn	100
