Code	Description
P01AX07	trimetrexate
P01AX08	tenonitrozole
P01AX09	dihydroemetine
P01AX10	fumagillin
P01AX11	nitazoxanide
P01AX52	emetine, combinations
P01B	ANTIMALARIALS
P01BA	Aminoquinolines
P01BA01	chloroquine
P01BA02	hydroxychloroquine
P01BA03	primaquine
P01BA06	amodiaquine
P01BB	Biguanides
P01BB01	proguanil
P01BB02	cycloguanil embonate
P01BB51	proguanil, combinations
P01BC	Methanolquinolines
P01BC01	quinine
P01BC02	mefloquine
P01BD	Diaminopyrimidines
P01BD01	pyrimethamine
P01BD51	pyrimethamine, combinations
P01BE	Artemisinin and derivatives, plain
P01BE01	artemisinin
P01BE02	artemether
P01BE03	artesunate
P01BE04	artemotil
P01BE05	artenimol
P01BF	Artemisinin and derivatives, combinations
P01BF01	artemether and lumefantrine
P01BF02	artesunate and mefloquine
P01BF03	artesunate and amodiaquine
P01BF04	artesunate, sulphamethopyrazine and pyrimethamine
P01BF05	artenimol and piperaquine
P01BF06	artesunate and pyronaridine
P01BX	Other antimalarials
P01BX01	halofantrine
P01C	AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS
P01CA	Nitroimidazole derivatives
P01CA02	benznidazole
P01CB	Antimony compounds
P01CB01	meglumine antimonate
P01CB02	sodium stibogluconate
P01CC	Nitrofuran derivatives
P01CC01	nifurtimox
P01CC02	nitrofural
P01CD	Arsenic compounds
P01CD01	melarsoprol
P01CD02	acetarsol
P01CX	Other agents against leishmaniasis and trypanosomiasis
P01CX01	pentamidine isethionate
P01CX02	suramin sodium
P01CX03	eflornithine
P02	ANTHELMINTICS
P02B	ANTITREMATODALS
P02BA	Quinoline derivatives and related substances
P02BA01	praziquantel
P02BA02	oxamniquine
P02BB	Organophosphorous compounds
P02BB01	metrifonate
P02BX	Other antitrematodal agents
P02BX01	bithionol
P02BX02	niridazole
P02BX03	stibophen
P02BX04	triclabendazole
P02C	ANTINEMATODAL AGENTS
P02CA	Benzimidazole derivatives
P02CA01	mebendazole
P02CA02	tiabendazole
P02CA03	albendazole
P02CA04	ciclobendazole
P02CA05	flubendazole
P02CA06	fenbendazole
P02CA51	mebendazole, combinations
P02CB	Piperazine and derivatives
P02CB01	piperazine
P02CB02	diethylcarbamazine
P02CC	Tetrahydropyrimidine derivatives
P02CC01	pyrantel
P02CC02	oxantel
P02CE	Imidazothiazole derivatives
P02CE01	levamisole
P02CF	Avermectines
P02CF01	ivermectin
P02CX	Other antinematodals
P02CX01	pyrvinium
P02CX02	bephenium
P02D	ANTICESTODALS
P02DA	Salicylic acid derivatives
P02DA01	niclosamide
P02DX	Other anticestodals
P02DX01	desaspidin
P02DX02	dichlorophen
P03	ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS
P03A	ECTOPARASITICIDES, INCL. SCABICIDES
P03AA	Sulfur containing products
P03AA01	dixanthogen
P03AA02	potassium polysulfide
P03AA03	mesulfen
P03AA04	disulfiram
P03AA05	thiram
P03AA54	disulfiram, combinations
P03AB	Chlorine containing products
P03AB01	clofenotane
P03AB02	lindane
P03AB51	clofenotane, combinations
P03AC	Pyrethrines, incl. synthetic compounds
P03AC01	pyrethrum
P03AC02	bioallethrin
P03AC03	phenothrin
P03AC04	permethrin
P03AC51	pyrethrum, combinations
P03AC52	bioallethrin, combinations
P03AC53	phenothrin, combinations
P03AC54	permethrin, combinations
P03AX	Other ectoparasiticides, incl. scabicides
P03AX01	benzyl benzoate
P03AX02	copper oleinate
P03AX03	malathion
P03AX04	quassia
P03AX05	dimeticone
P03B	INSECTICIDES AND REPELLENTS
P03BA	Pyrethrines
P03BA01	cyfluthrin
P03BA02	cypermethrin
P03BA03	decamethrin
P03BA04	tetramethrin
P03BX	Other insecticides and repellents
P03BX01	diethyltoluamide
P03BX02	dimethylphthalate
P03BX03	dibutylphthalate
R	RESPIRATORY SYSTEM
R01	NASAL PREPARATIONS
R01A	DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE
R01AA	Sympathomimetics, plain
R01AA02	cyclopentamine
R01AA03	ephedrine
R01AA04	phenylephrine
R01AA05	oxymetazoline
R01AA06	tetryzoline
R01AA07	xylometazoline
R01AA08	naphazoline
R01AA09	tramazoline
R01AA10	metizoline
R01AA11	tuaminoheptane
R01AA12	fenoxazoline
R01AA13	tymazoline
R01AA14	epinephrine
R01AB	Sympathomimetics, combinations excl. corticosteroids
R01AB01	phenylephrine
R01AB02	naphazoline
R01AB03	tetryzoline
R01AB05	ephedrine
R01AB06	xylometazoline
R01AB07	oxymetazoline
R01AB08	tuaminoheptane
R01AC	Antiallergic agents, excl. corticosteroids
R01AC01	cromoglicic acid
R01AC02	levocabastine
R01AC03	azelastine
R01AC04	antazoline
R01AC05	spaglumic acid
R01AC06	thonzylamine
R01AC07	nedocromil
R01AC08	olopatadine
R01AC51	cromoglicic acid, combinations
R01AD	Corticosteroids
R01AD01	beclometasone
R01AD02	prednisolone
R01AD03	dexamethasone
R01AD04	flunisolide
R01AD05	budesonide
R01AD06	betamethasone
R01AD07	tixocortol
R01AD08	fluticasone
R01AD09	mometasone
R01AD11	triamcinolone
R01AD12	fluticasone furoate
R01AD13	ciclesonide
R01AD52	prednisolone, combinations
R01AD53	dexamethasone, combinations
R01AD57	tixocortol, combinations
R01AD58	fluticasone, combinations
R01AD60	hydrocortisone, combinations
R01AX	Other nasal preparations
R01AX01	calcium hexamine thiocyanate
R01AX02	retinol
R01AX03	ipratropium bromide
R01AX05	ritiometan
R01AX06	mupirocin
R01AX07	hexamidine
R01AX08	framycetin
R01AX09	hyaluronic acid
R01AX10	various
R01AX30	combinations
R01B	NASAL DECONGESTANTS FOR SYSTEMIC USE
R01BA	Sympathomimetics
R01BA01	phenylpropanolamine
R01BA02	pseudoephedrine
R01BA03	phenylephrine
R01BA51	phenylpropanolamine, combinations
R01BA52	pseudoephedrine, combinations
R01BA53	phenylephrine, combinations
R02	THROAT PREPARATIONS
R02A	THROAT PREPARATIONS
R02AA	Antiseptics
R02AA01	ambazone
R02AA02	dequalinium
R02AA03	dichlorobenzyl alcohol
R02AA05	chlorhexidine
R02AA06	cetylpyridinium
R02AA09	benzethonium
R02AA10	myristyl-benzalkonium
R02AA11	chlorquinaldol
R02AA12	hexylresorcinol
R02AA13	acriflavinium chloride
R02AA14	oxyquinoline
R02AA15	povidone-iodine
R02AA16	benzalkonium
R02AA17	cetrimonium
R02AA18	hexamidine
R02AA19	phenol
R02AA20	various
R02AB	Antibiotics
R02AB01	neomycin
R02AB02	tyrothricin
R02AB03	fusafungine
R02AB04	bacitracin
R02AB30	gramicidin
R02AD	Anesthetics, local
R02AD01	benzocaine
R02AD02	lidocaine
R02AD03	cocaine
R02AD04	dyclonine
R02AX	Other throat preparations
R02AX01	flurbiprofen
R03	DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
R03A	ADRENERGICS, INHALANTS
R03AA	Alpha- and beta-adrenoreceptor agonists
R03AA01	epinephrine
R03AB	Non-selective beta-adrenoreceptor agonists
R03AB02	isoprenaline
R03AB03	orciprenaline
R03AC	Selective beta-2-adrenoreceptor agonists
R03AC02	salbutamol
R03AC03	terbutaline
R03AC04	fenoterol
R03AC05	rimiterol
R03AC06	hexoprenaline
R03AC07	isoetarine
R03AC08	pirbuterol
R03AC09	tretoquinol
R03AC10	carbuterol
R03AC11	tulobuterol
R03AC12	salmeterol
R03AC13	formoterol
R03AC14	clenbuterol
R03AC15	reproterol
R03AC16	procaterol
R03AC17	bitolterol
R03AC18	indacaterol
R03AC19	olodaterol
R03AH	Combinations of adrenergics
R03AK	Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics
R03AK01	epinephrine and other drugs for obstructive airway diseases
R03AK02	isoprenaline and other drugs for obstructive airway diseases
R03AK04	salbutamol and sodium cromoglicate
R03AK05	reproterol and sodium cromoglicate
R03AK06	salmeterol and fluticasone
R03AK07	formoterol and budesonide
R03AK08	formoterol and beclometasone
R03AK09	formoterol and mometasone
R03AK10	vilanterol and fluticasone furoate
R03AK11	formoterol and fluticasone
R03AL	Adrenergics in combination with anticholinergics
R03AL01	fenoterol and ipratropium bromide
R03AL02	salbutamol and ipratropium bromide
R03AL03	vilanterol and umeclidinium bromide
R03AL04	indacaterol and glycopyrronium bromide
R03B	OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS
R03BA	Glucocorticoids
R03BA01	beclometasone
R03BA02	budesonide
R03BA03	flunisolide
R03BA04	betamethasone
R03BA05	fluticasone
R03BA06	triamcinolone
R03BA07	mometasone
R03BA08	ciclesonide
R03BB	Anticholinergics
R03BB01	ipratropium bromide
R03BB02	oxitropium bromide
R03BB03	stramoni preparations
R03BB04	tiotropium bromide
R03BB05	aclidinium bromide
R03BB06	glycopyrronium bromide
R03BC	Antiallergic agents, excl. corticosteroids
R03BC01	cromoglicic acid
R03BC03	nedocromil
R03BX	Other drugs for obstructive airway diseases, inhalants
R03BX01	fenspiride
R03C	ADRENERGICS FOR SYSTEMIC USE
R03CA	Alpha- and beta-adrenoreceptor agonists
R03CA02	ephedrine
R03CB	Non-selective beta-adrenoreceptor agonists
R03CB01	isoprenaline
R03CB02	methoxyphenamine
R03CB03	orciprenaline
R03CB51	isoprenaline, combinations
R03CB53	orciprenaline, combinations
R03CC	Selective beta-2-adrenoreceptor agonists
R03CC02	salbutamol
R03CC03	terbutaline
R03CC04	fenoterol
R03CC05	hexoprenaline
R03CC06	isoetarine
R03CC07	pirbuterol
R03CC08	procaterol
R03CC09	tretoquinol
R03CC10	carbuterol
R03CC11	tulobuterol
R03CC12	bambuterol
R03CC13	clenbuterol
R03CC14	reproterol
R03CC53	terbutaline, combinations
R03CK	Adrenergics and other drugs for obstructive airway diseases
R03D	OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
R03DA	Xanthines
R03DA01	diprophylline
R03DA02	choline theophyllinate
R03DA03	proxyphylline
R03DA04	theophylline
R03DA05	aminophylline
R03DA06	etamiphylline
R03DA07	theobromine
R03DA08	bamifylline
R03DA09	acefylline piperazine
R03DA10	bufylline
R03DA11	doxofylline
R03DA20	combinations of xanthines
R03DA51	diprophylline, combinations
R03DA54	theophylline, combinations excl. psycholeptics
R03DA55	aminophylline, combinations
R03DA57	theobromine, combinations
R03DA74	theophylline, combinations with psycholeptics
R03DB	Xanthines and adrenergics
R03DB01	diprophylline and adrenergics
R03DB02	choline theophyllinate and adrenergics
R03DB03	proxyphylline and adrenergics
R03DB04	theophylline and adrenergics
R03DB05	aminophylline and adrenergics
R03DB06	etamiphylline and adrenergics
R03DC	Leukotriene receptor antagonists
R03DC01	zafirlukast
R03DC02	pranlukast
R03DC03	montelukast
R03DC04	ibudilast
R03DX	Other systemic drugs for obstructive airway diseases
R03DX01	amlexanox
R03DX02	eprozinol
R03DX03	fenspiride
R03DX05	omalizumab
R03DX06	seratrodast
R03DX07	roflumilast
R05	COUGH AND COLD PREPARATIONS
R05C	EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS
R05CA	Expectorants
R05CA01	tyloxapol
R05CA02	potassium iodide
R05CA03	guaifenesin
R05CA04	ipecacuanha
R05CA05	althea root
R05CA06	senega
R05CA07	antimony pentasulfide
R05CA08	creosote
R05CA09	guaiacolsulfonate
R05CA10	combinations
R05CA11	levoverbenone
R05CA12	Hederae helicis folium
R05CA13	cineole
R05CB	Mucolytics
R05CB01	acetylcysteine
R05CB02	bromhexine
R05CB03	carbocisteine
R05CB04	eprazinone
R05CB05	mesna
R05CB06	ambroxol
R05CB07	sobrerol
R05CB08	domiodol
R05CB09	letosteine
R05CB10	combinations
R05CB11	stepronin
R05CB12	tiopronin
R05CB13	dornase alfa (desoxyribonuclease)
R05CB14	neltenexine
R05CB15	erdosteine
R05CB16	mannitol
R05D	COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS
R05DA	Opium alkaloids and derivatives
R05DA01	ethylmorphine
R05DA03	hydrocodone
R05DA04	codeine
R05DA05	opium alkaloids with morphine
R05DA06	normethadone
R05DA07	noscapine
R05DA08	pholcodine
R05DA09	dextromethorphan
R05DA10	thebacon
R05DA11	dimemorfan
R05DA12	acetyldihydrocodeine
R05DA20	combinations
R05DB	Other cough suppressants
R05DB01	benzonatate
R05DB02	benproperine
R05DB03	clobutinol
R05DB04	isoaminile
R05DB05	pentoxyverine
R05DB07	oxolamine
R05DB09	oxeladin
R05DB10	clofedanol
R05DB11	pipazetate
R05DB12	bibenzonium bromide
R05DB13	butamirate
R05DB14	fedrilate
R05DB15	zipeprol
R05DB16	dibunate
R05DB17	droxypropine
R05DB18	prenoxdiazine
R05DB19	dropropizine
R05DB20	combinations
R05DB21	cloperastine
R05DB22	meprotixol
R05DB23	piperidione
R05DB24	tipepidine
R05DB25	morclofone
R05DB26	nepinalone
R05DB27	levodropropizine
R05DB28	dimethoxanate
R05F	COUGH SUPPRESSANTS AND EXPECTORANTS, COMBINATIONS
R05FA	Opium derivatives and expectorants
R05FA01	opium derivatives and mucolytics
R05FA02	opium derivatives and expectorants
R05FB	Other cough suppressants and expectorants
R05FB01	cough suppressants and mucolytics
R05FB02	cough suppressants and expectorants
R05X	OTHER COLD PREPARATIONS
R06	ANTIHISTAMINES FOR SYSTEMIC USE
R06A	ANTIHISTAMINES FOR SYSTEMIC USE
R06AA	Aminoalkyl ethers
R06AA01	bromazine
R06AA02	diphenhydramine
R06AA04	clemastine
R06AA06	chlorphenoxamine
R06AA07	diphenylpyraline
R06AA08	carbinoxamine
R06AA09	doxylamine
R06AA52	diphenhydramine, combinations
R06AA54	clemastine, combinations
R06AA56	chlorphenoxamine, combinations
R06AA57	diphenylpyraline, combinations
R06AA59	doxylamine, combinations
R06AB	Substituted alkylamines
R06AB01	brompheniramine
R06AB02	dexchlorpheniramine
R06AB03	dimetindene
R06AB04	chlorphenamine
R06AB05	pheniramine
R06AB06	dexbrompheniramine
R06AB07	talastine
R06AB51	brompheniramine, combinations
R06AB52	dexchlorpheniramine, combinations
R06AB54	chlorphenamine, combinations
R06AB56	dexbrompheniramine, combinations
R06AC	Substituted ethylene diamines
R06AC01	mepyramine
R06AC02	histapyrrodine
R06AC03	chloropyramine
R06AC04	tripelennamine
R06AC05	methapyrilene
R06AC06	thonzylamine
R06AC52	histapyrrodine, combinations
R06AC53	chloropyramine, combinations
R06AD	Phenothiazine derivatives
R06AD01	alimemazine
R06AD02	promethazine
R06AD03	thiethylperazine
R06AD04	methdilazine
R06AD05	hydroxyethylpromethazine
R06AD06	thiazinam
R06AD07	mequitazine
R06AD08	oxomemazine
R06AD09	isothipendyl
R06AD52	promethazine, combinations
R06AD55	hydroxyethylpromethazine, combinations
R06AE	Piperazine derivatives
R06AE01	buclizine
R06AE03	cyclizine
R06AE04	chlorcyclizine
R06AE05	meclozine
R06AE06	oxatomide
R06AE07	cetirizine
R06AE09	levocetirizine
R06AE51	buclizine, combinations
R06AE53	cyclizine, combinations
R06AE55	meclozine, combinations
R06AK	Combinations of antihistamines
R06AX	Other antihistamines for systemic use
R06AX01	bamipine
R06AX02	cyproheptadine
R06AX03	thenalidine
R06AX04	phenindamine
R06AX05	antazoline
R06AX07	triprolidine
R06AX08	pyrrobutamine
R06AX09	azatadine
R06AX11	astemizole
R06AX12	terfenadine
R06AX13	loratadine
R06AX15	mebhydrolin
R06AX16	deptropine
R06AX17	ketotifen
R06AX18	acrivastine
R06AX19	azelastine
R06AX21	tritoqualine
R06AX22	ebastine
R06AX23	pimethixene
R06AX24	epinastine
R06AX25	mizolastine
R06AX26	fexofenadine
R06AX27	desloratadine
R06AX28	rupatadine
R06AX29	bilastine
R06AX31	quifenadine
R06AX32	sequifenadine
R06AX53	thenalidine, combinations
R06AX58	pyrrobutamine, combinations
R07	OTHER RESPIRATORY SYSTEM PRODUCTS
R07A	OTHER RESPIRATORY SYSTEM PRODUCTS
R07AA	Lung surfactants
R07AA01	colfosceril palmitate
R07AA02	natural phospholipids
R07AA30	combinations
R07AB	Respiratory stimulants
R07AB01	doxapram
R07AB02	nikethamide
R07AB03	pentetrazol
R07AB04	etamivan
R07AB05	bemegride
R07AB06	prethcamide
R07AB07	almitrine
R07AB08	dimefline
R07AB09	mepixanox
R07AB52	nikethamide, combinations
R07AB53	pentetrazol, combinations
R07AX	Other respiratory system products
R07AX01	nitric oxide
R07AX02	ivacaftor
S	SENSORY ORGANS
S01	OPHTHALMOLOGICALS
S01A	ANTIINFECTIVES
S01AA	Antibiotics
S01AA01	chloramphenicol
S01AA02	chlortetracycline
S01AA03	neomycin
S01AA04	oxytetracycline
S01AA05	tyrothricin
S01AA07	framycetin
S01AA09	tetracycline
S01AA10	natamycin
S01AA11	gentamicin
S01AA12	tobramycin
S01AA13	fusidic acid
S01AA14	benzylpenicillin
S01AA15	dihydrostreptomycin
S01AA16	rifamycin
S01AA17	erythromycin
S01AA18	polymyxin B
S01AA19	ampicillin
S01AA20	antibiotics in combination with other drugs
S01AA21	amikacin
S01AA22	micronomicin
S01AA23	netilmicin
S01AA24	kanamycin
S01AA25	azidamfenicol
S01AA26	azithromycin
S01AA27	cefuroxime
S01AA30	combinations of different antibiotics
S01AB	Sulfonamides
S01AB01	sulfamethizole
S01AB02	sulfafurazole
S01AB03	sulfadicramide
S01AB04	sulfacetamide
S01AB05	sulfafenazol
S01AD	Antivirals
S01AD01	idoxuridine
S01AD02	trifluridine
S01AD03	aciclovir
S01AD05	interferon
S01AD06	vidarabine
S01AD07	famciclovir
S01AD08	fomivirsen
S01AD09	ganciclovir
S01AE	Fluoroquinolones
S01AE01	ofloxacin
S01AE02	norfloxacin
S01AE03	ciprofloxacin
S01AE04	lomefloxacin
S01AE05	levofloxacin
S01AE06	gatifloxacin
S01AE07	moxifloxacin
S01AE08	besifloxacin
S01AX	Other antiinfectives
S01AX01	mercury compounds
S01AX02	silver compounds
S01AX03	zinc compounds
S01AX04	nitrofural
S01AX05	bibrocathol
S01AX06	resorcinol
S01AX07	sodium borate
S01AX08	hexamidine
S01AX09	chlorhexidine
S01AX10	sodium propionate
S01AX14	dibrompropamidine
S01AX15	propamidine
S01AX16	picloxydine
S01AX18	povidone-iodine
S01B	ANTIINFLAMMATORY AGENTS
S01BA	Corticosteroids, plain
S01BA01	dexamethasone
S01BA02	hydrocortisone
S01BA03	cortisone
S01BA04	prednisolone
S01BA05	triamcinolone
S01BA06	betamethasone
S01BA07	fluorometholone
S01BA08	medrysone
S01BA09	clobetasone
S01BA10	alclometasone
S01BA11	desonide
S01BA12	formocortal
S01BA13	rimexolone
S01BA14	loteprednol
S01BA15	fluocinolone acetonide
S01BB	Corticosteroids and mydriatics in combination
S01BB01	hydrocortisone and mydriatics
S01BB02	prednisolone and mydriatics
S01BB03	fluorometholone and mydriatics
S01BB04	betamethasone and mydriatics
S01BC	Antiinflammatory agents, non-steroids
S01BC01	indometacin
S01BC02	oxyphenbutazone
S01BC03	diclofenac
S01BC04	flurbiprofen
S01BC05	ketorolac
S01BC06	piroxicam
S01BC07	bendazac
S01BC08	salicylic acid
S01BC09	pranoprofen
S01BC10	nepafenac
S01BC11	bromfenac
S01C	ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION
S01CA	Corticosteroids and antiinfectives in combination
S01CA01	dexamethasone and antiinfectives
S01CA02	prednisolone and antiinfectives
S01CA03	hydrocortisone and antiinfectives
S01CA04	fluocortolone and antiinfectives
S01CA05	betamethasone and antiinfectives
S01CA06	fludrocortisone and antiinfectives
S01CA07	fluorometholone and antiinfectives
S01CA08	methylprednisolone and antiinfectives
S01CA09	chloroprednisone and antiinfectives
S01CA10	fluocinolone acetonide and antiinfectives
S01CA11	clobetasone and antiinfectives
S01CB	Corticosteroids/antiinfectives/mydriatics in combination
S01CB01	dexamethasone
S01CB02	prednisolone
S01CB03	hydrocortisone
S01CB04	betamethasone
S01CB05	fluorometholone
S01CC	Antiinflammatory agents, non-steroids and antiinfectives in combination
S01CC01	diclofenac and antiinfectives
S01E	ANTIGLAUCOMA PREPARATIONS AND MIOTICS
S01EA	Sympathomimetics in glaucoma therapy
S01EA01	epinephrine
S01EA02	dipivefrine
S01EA03	apraclonidine
S01EA04	clonidine
S01EA05	brimonidine
S01EA51	epinephrine, combinations
S01EB	Parasympathomimetics
S01EB01	pilocarpine
S01EB02	carbachol
S01EB03	ecothiopate
S01EB04	demecarium
S01EB05	physostigmine
S01EB06	neostigmine
S01EB07	fluostigmine
S01EB08	aceclidine
S01EB09	acetylcholine
S01EB10	paraoxon
S01EB51	pilocarpine, combinations
S01EB58	aceclidine, combinations
S01EC	Carbonic anhydrase inhibitors
S01EC01	acetazolamide
S01EC02	diclofenamide
S01EC03	dorzolamide
S01EC04	brinzolamide
S01EC05	methazolamide
S01ED	Beta blocking agents
S01ED01	timolol
S01ED02	betaxolol
S01ED03	levobunolol
S01ED04	metipranolol
S01ED05	carteolol
S01ED06	befunolol
S01ED51	timolol, combinations
S01ED52	betaxolol, combinations
S01ED54	metipranolol, combinations
S01ED55	carteolol, combinations
S01EE	Prostaglandin analogues
S01EE01	latanoprost
S01EE02	unoprostone
S01EE03	bimatoprost
S01EE04	travoprost
S01EE05	tafluprost
S01EX	Other antiglaucoma preparations
S01EX01	guanethidine
S01EX02	dapiprazole
S01F	MYDRIATICS AND CYCLOPLEGICS
S01FA	Anticholinergics
S01FA01	atropine
S01FA02	scopolamine
S01FA03	methylscopolamine
S01FA04	cyclopentolate
S01FA05	homatropine
S01FA06	tropicamide
S01FA56	tropicamide, combinations
S01FB	Sympathomimetics excl. antiglaucoma preparations
S01FB01	phenylephrine
S01FB02	ephedrine
S01FB03	ibopamine
S01G	DECONGESTANTS AND ANTIALLERGICS
S01GA	Sympathomimetics used as decongestants
S01GA01	naphazoline
S01GA02	tetryzoline
S01GA03	xylometazoline
S01GA04	oxymetazoline
S01GA05	phenylephrine
S01GA06	oxedrine
S01GA51	naphazoline, combinations
S01GA52	tetryzoline, combinations
S01GA53	xylometazoline, combinations
S01GA55	phenylephrine, combinations
S01GA56	oxedrine, combinations
S01GX	Other antiallergics
S01GX01	cromoglicic acid
S01GX02	levocabastine
S01GX03	spaglumic acid
S01GX04	nedocromil
S01GX05	lodoxamide
S01GX06	emedastine
S01GX07	azelastine
S01GX08	ketotifen
S01GX09	olopatadine
S01GX10	epinastine
S01GX11	alcaftadine
S01GX51	cromoglicic acid, combinations
S01H	LOCAL ANESTHETICS
S01HA	Local anesthetics
S01HA01	cocaine
S01HA02	oxybuprocaine
S01HA03	tetracaine
S01HA04	proxymetacaine
S01HA05	procaine
S01HA06	cinchocaine
S01HA07	lidocaine
S01HA30	combinations
S01J	DIAGNOSTIC AGENTS
S01JA	Colouring agents
S01JA01	fluorescein
S01JA02	rose bengal sodium
S01JA51	fluorescein, combinations
S01JX	Other ophthalmological diagnostic agents
S01K	SURGICAL AIDS
S01KA	Viscoelastic substances
S01KA01	hyaluronic acid
S01KA02	hypromellose
S01KA51	hyaluronic acid, combinations
S01KX	Other surgical aids
S01KX01	chymotrypsin
S01L	OCULAR VASCULAR DISORDER AGENTS
S01LA	Antineovascularisation agents
S01LA01	verteporfin
S01LA02	anecortave
S01LA03	pegaptanib
S01LA04	ranibizumab
S01LA05	aflibercept
S01X	OTHER OPHTHALMOLOGICALS
S01XA	Other ophthalmologicals
S01XA01	guaiazulen
S01XA02	retinol
S01XA03	sodium chloride, hypertonic
S01XA04	potassium iodide
S01XA05	sodium edetate
S01XA06	ethylmorphine
S01XA07	alum
S01XA08	acetylcysteine
S01XA09	iodoheparinate
S01XA10	inosine
S01XA11	nandrolone
S01XA12	dexpanthenol
S01XA13	alteplase
S01XA14	heparin
S01XA15	ascorbic acid
S01XA18	ciclosporin
S01XA19	limbal stems cells, autologous
S01XA20	artificial tears and other indifferent preparations
S01XA21	mercaptamine
S01XA22	ocriplasmin
S02	OTOLOGICALS
S02A	ANTIINFECTIVES
S02AA	Antiinfectives
S02AA01	chloramphenicol
S02AA02	nitrofural
S02AA03	boric acid
S02AA04	aluminium acetotartrate
S02AA05	clioquinol
S02AA06	hydrogen peroxide
S02AA07	neomycin
S02AA08	tetracycline
S02AA09	chlorhexidine
S02AA10	acetic acid
S02AA11	polymyxin B
S02AA12	rifamycin
S02AA13	miconazole
S02AA14	gentamicin
S02AA15	ciprofloxacin
S02AA16	ofloxacin
S02AA30	antiinfectives, combinations
S02B	CORTICOSTEROIDS
S02BA	Corticosteroids
S02BA01	hydrocortisone
S02BA03	prednisolone
S02BA06	dexamethasone
S02BA07	betamethasone
S02BA08	fluocinolone acetonide
S02C	CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION
S02CA	Corticosteroids and antiinfectives in combination
S02CA01	prednisolone and antiinfectives
S02CA02	flumetasone and antiinfectives
S02CA03	hydrocortisone and antiinfectives
S02CA04	triamcinolone and antiinfectives
S02CA05	fluocinolone acetonide and antiinfectives
S02CA06	dexamethasone and antiinfectives
S02CA07	fludrocortisone and antiinfectives
S02D	OTHER OTOLOGICALS
S02DA	Analgesics and anesthetics
S02DA01	lidocaine
S02DA02	cocaine
S02DA03	phenazone
S02DA04	cinchocaine
S02DA30	combinations
S02DC	Indifferent preparations
S03	OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS
S03A	ANTIINFECTIVES
S03AA	Antiinfectives
S03AA01	neomycin
S03AA02	tetracycline
S03AA03	polymyxin B
S03AA04	chlorhexidine
S03AA05	hexamidine
S03AA06	gentamicin
S03AA07	ciprofloxacin
S03AA08	chloramphenicol
S03AA30	antiinfectives, combinations
S03B	CORTICOSTEROIDS
S03BA	Corticosteroids
S03BA01	dexamethasone
S03BA02	prednisolone
S03BA03	betamethasone
S03C	CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION
S03CA	Corticosteroids and antiinfectives in combination
S03CA01	dexamethasone and antiinfectives
S03CA02	prednisolone and antiinfectives
S03CA04	hydrocortisone and antiinfectives
S03CA05	fludrocortisone and antiinfectives
S03CA06	betamethasone and antiinfectives
S03D	OTHER OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS
V	VARIOUS
V01	ALLERGENS
V01A	ALLERGENS
V01AA	Allergen extracts
V01AA01	feather
V01AA02	grass pollen
V01AA03	house dust mites
V01AA04	mould fungus and yeast fungus
V01AA05	tree pollen
V01AA07	insects
V01AA08	food
V01AA09	textiles
V01AA10	flowers
V01AA11	animals
V01AA20	various
V03	ALL OTHER THERAPEUTIC PRODUCTS
V03A	ALL OTHER THERAPEUTIC PRODUCTS
V03AB	Antidotes
V03AB01	ipecacuanha
V03AB02	nalorphine
V03AB03	edetates
V03AB04	pralidoxime
V03AB05	prednisolone and promethazine
V03AB06	thiosulfate
V03AB08	sodium nitrite
V03AB09	dimercaprol
V03AB13	obidoxime
V03AB14	protamine
V03AB15	naloxone
V03AB16	ethanol
V03AB17	methylthioninium chloride
V03AB18	potassium permanganate
V03AB19	physostigmine
V03AB20	copper sulfate
V03AB21	potassium iodide
V03AB22	amyl nitrite
V03AB23	acetylcysteine
V03AB24	digitalis antitoxin
V03AB25	flumazenil
V03AB26	methionine
V03AB27	4-dimethylaminophenol
V03AB29	cholinesterase
V03AB31	prussian blue
V03AB32	glutathione
V03AB33	hydroxocobalamin
V03AB34	fomepizole
V03AB35	sugammadex
V03AB36	phentolamine
V03AC	Iron chelating agents
V03AC01	deferoxamine
V03AC02	deferiprone
V03AC03	deferasirox
V03AE	Drugs for treatment of hyperkalemia and hyperphosphatemia
V03AE01	polystyrene sulfonate
V03AE02	sevelamer
V03AE03	lanthanum carbonate
V03AE04	calcium acetate and magnesium carbonate
V03AE05	sucroferric oxyhydroxide
V03AE06	colestilan
